Timestamp, FPS
2024-11-22 21:49:29.853, 50
2024-11-22 21:49:30.272, 50
2024-11-22 21:49:30.298, 26.22174
2024-11-22 21:49:30.311, 62.74234
2024-11-22 21:49:30.324, 92.35486
2024-11-22 21:49:30.334, 86.22623
2024-11-22 21:49:30.345, 88.59515
2024-11-22 21:49:30.355, 97.66388
2024-11-22 21:49:30.365, 99.01775
2024-11-22 21:49:30.377, 92.18544
2024-11-22 21:49:30.388, 85.69421
2024-11-22 21:49:30.398, 94.91538
2024-11-22 21:49:30.414, 90.75399
2024-11-22 21:49:30.426, 67.31377
2024-11-22 21:49:30.439, 75.76963
2024-11-22 21:49:30.449, 86.0215
2024-11-22 21:49:30.462, 97.20724
2024-11-22 21:49:30.473, 78.69183
2024-11-22 21:49:30.484, 82.57024
2024-11-22 21:49:30.496, 84.54229
2024-11-22 21:49:30.507, 87.64242
2024-11-22 21:49:30.517, 99.84823
2024-11-22 21:49:30.526, 98.89632
2024-11-22 21:49:30.538, 99.02559
2024-11-22 21:49:30.548, 96.8176
2024-11-22 21:49:30.558, 92.88846
2024-11-22 21:49:30.569, 95.70385
2024-11-22 21:49:30.580, 92.29349
2024-11-22 21:49:30.590, 93.62857
2024-11-22 21:49:30.602, 95.58128
2024-11-22 21:49:30.615, 80.19246
2024-11-22 21:49:30.630, 78.03721
2024-11-22 21:49:30.642, 70.21436
2024-11-22 21:49:30.654, 76.15508
2024-11-22 21:49:30.666, 94.24715
2024-11-22 21:49:30.677, 80.72067
2024-11-22 21:49:30.688, 95.62241
2024-11-22 21:49:30.698, 91.70863
2024-11-22 21:49:30.709, 95.50825
2024-11-22 21:49:30.718, 100.6289
2024-11-22 21:49:30.732, 95.80104
2024-11-22 21:49:30.744, 70.71036
2024-11-22 21:49:30.758, 86.26862
2024-11-22 21:49:30.770, 72.47269
2024-11-22 21:49:30.779, 87.33014
2024-11-22 21:49:30.792, 101.8807
2024-11-22 21:49:30.802, 81.01692
2024-11-22 21:49:30.813, 91.84929
2024-11-22 21:49:30.825, 90.40202
2024-11-22 21:49:30.835, 90.61089
2024-11-22 21:49:30.847, 93.27227
2024-11-22 21:49:30.860, 85.97121
2024-11-22 21:49:30.870, 73.5781
2024-11-22 21:49:30.881, 101.9171
2024-11-22 21:49:30.892, 98.44749
2024-11-22 21:49:30.904, 89.41825
2024-11-22 21:49:30.913, 84.81333
2024-11-22 21:49:30.922, 109.9022
2024-11-22 21:49:30.932, 104.6135
2024-11-22 21:49:30.941, 106.3932
2024-11-22 21:49:30.951, 104.2579
2024-11-22 21:49:30.960, 108.5941
2024-11-22 21:49:30.970, 106.5723
2024-11-22 21:49:30.979, 105.3164
2024-11-22 21:49:30.989, 107.1295
2024-11-22 21:49:30.999, 96.56518
2024-11-22 21:49:31.011, 95.79002
2024-11-22 21:49:31.021, 86.69643
2024-11-22 21:49:31.031, 103.2557
2024-11-22 21:49:31.039, 108.9182
2024-11-22 21:49:31.049, 107.4587
2024-11-22 21:49:31.059, 98.26369
2024-11-22 21:49:31.069, 99.71979
2024-11-22 21:49:31.078, 111.01
2024-11-22 21:49:31.089, 105.7876
2024-11-22 21:49:31.097, 101.0816
2024-11-22 21:49:31.106, 109.012
2024-11-22 21:49:31.117, 111.0938
2024-11-22 21:49:31.127, 93.40731
2024-11-22 21:49:31.137, 97.65815
2024-11-22 21:49:31.145, 109.2645
2024-11-22 21:49:31.154, 112.1466
2024-11-22 21:49:31.162, 112.2649
2024-11-22 21:49:31.172, 108.7323
2024-11-22 21:49:31.181, 112.1215
2024-11-22 21:49:31.191, 108.8116
2024-11-22 21:49:31.199, 112.9369
2024-11-22 21:49:31.210, 107.7644
2024-11-22 21:49:31.219, 104.3787
2024-11-22 21:49:31.230, 96.97534
2024-11-22 21:49:31.241, 88.84782
2024-11-22 21:49:31.253, 94.93611
2024-11-22 21:49:31.262, 90.21281
2024-11-22 21:49:31.270, 113.1542
2024-11-22 21:49:31.279, 114.3184
2024-11-22 21:49:31.288, 108.0649
2024-11-22 21:49:31.299, 110.1504
2024-11-22 21:49:31.308, 97.92976
2024-11-22 21:49:31.318, 92.33611
2024-11-22 21:49:31.327, 106.2485
2024-11-22 21:49:31.337, 109.2383
2024-11-22 21:49:31.346, 102.7918
2024-11-22 21:49:31.363, 111.3995
2024-11-22 21:49:31.373, 59.10759
2024-11-22 21:49:31.381, 111.1902
2024-11-22 21:49:31.391, 104.1569
2024-11-22 21:49:31.401, 105.1226
2024-11-22 21:49:31.422, 105.2665
2024-11-22 21:49:31.440, 49.10361
2024-11-22 21:49:31.453, 52.96498
2024-11-22 21:49:31.462, 78.86933
2024-11-22 21:49:31.471, 108.1982
2024-11-22 21:49:31.479, 111.6657
2024-11-22 21:49:31.491, 108.7169
2024-11-22 21:49:31.500, 92.20924
2024-11-22 21:49:31.509, 110.8217
2024-11-22 21:49:31.519, 111.1729
2024-11-22 21:49:31.527, 113.0301
2024-11-22 21:49:31.536, 112.7434
2024-11-22 21:49:31.545, 113.2926
2024-11-22 21:49:31.554, 107.6658
2024-11-22 21:49:31.563, 114.4584
2024-11-22 21:49:31.571, 109.1703
2024-11-22 21:49:31.581, 112.1126
2024-11-22 21:49:31.590, 111.0186
2024-11-22 21:49:31.598, 115.5455
2024-11-22 21:49:31.608, 114.1774
2024-11-22 21:49:31.616, 114.068
2024-11-22 21:49:31.627, 107.188
2024-11-22 21:49:31.636, 94.01942
2024-11-22 21:49:31.646, 106.8239
2024-11-22 21:49:31.656, 101.0581
2024-11-22 21:49:31.665, 104.1764
2024-11-22 21:49:31.675, 106.4124
2024-11-22 21:49:31.685, 105.4274
2024-11-22 21:49:31.695, 97.04592
2024-11-22 21:49:31.705, 105.1901
2024-11-22 21:49:31.715, 91.57089
2024-11-22 21:49:31.726, 102.0554
2024-11-22 21:49:31.734, 94.14246
2024-11-22 21:49:31.745, 106.6223
2024-11-22 21:49:31.757, 97.14208
2024-11-22 21:49:31.766, 89.79805
2024-11-22 21:49:31.776, 106.477
2024-11-22 21:49:31.786, 93.82007
2024-11-22 21:49:31.797, 102.7411
2024-11-22 21:49:31.805, 103.2663
2024-11-22 21:49:31.813, 119.0703
2024-11-22 21:49:31.823, 114.3497
2024-11-22 21:49:31.834, 98.76739
